attr1,attr2,attr3,attr4,class
0.41711,0.54938,0.82474,0.09462,A
0.2879,0.0115,0.42295,0.58227,A
0.53285,0.77627,0.74293,0.87861,B
0.94409,0.79875,0.25449,0.38929,A
0.15451,0.8619,0.57392,0.53624,A
0.441,0.61185,0.89391,0.0005,B
0.522,0.69285,0.75707,0.37814,B
0.29798,0.09708,0.26123,0.61555,A
0.39906,0.23523,0.64951,0.71912,A
0.9385,0.82052,0.91461,0.69084,B
0.48895,0.49114,0.696,0.92107,B
0.25991,0.81508,0.38529,0.38848,A
0.80917,0.95337,0.71927,0.58466,A
0.18737,0.77842,0.72286,0.28233,A
0.77957,0.03443,0.21075,0.26676,A
0.80251,0.68152,0.69684,0.67264,B
0.3593,0.44573,0.7688,0.66248,B
0.84135,0.93721,0.4373,0.12535,B
0.94666,0.41209,0.72853,0.65406,B
0.08097,0.51349,0.28283,0.31592,B
0.43096,0.45846,0.65884,0.42231,B
0.10901,0.66002,0.80028,0.8862,B
0.97405,0.40011,0.50018,0.95059,A
0.00913,0.67151,0.93664,0.54817,A
0.22128,0.38759,0.14418,0.6605,B
0.06671,0.61934,0.53372,0.22833,A
0.25272,0.85749,0.20311,0.71173,A
0.35205,0.68178,0.37638,0.1948,B
0.0329,0.44737,0.51884,0.27121,A
0.88366,0.70634,0.94043,0.89398,A
0.33702,0.55125,0.67641,0.92461,B
0.27188,0.45176,0.30292,0.15335,A
0.72542,0.61943,0.01563,0.9939,A
0.26838,0.39948,0.26932,0.67355,B
0.28386,0.695,0.7903,0.40546,A
0.6284,0.05211,0.78308,0.93195,B
0.96223,0.08535,0.76117,0.87836,B
0.48315,0.25983,0.50736,0.89718,A
0.17495,0.78289,0.45965,0.99069,B
0.06504,0.61622,0.84798,0.60046,A
0.76165,0.00913,0.04665,0.84344,B
0.35738,0.63455,0.66377,0.80334,A
0.64221,0.79706,0.2958,0.44454,B
0.17671,0.79009,0.67663,0.74901,A
0.21968,0.73703,0.6112,0.17454,B
0.09056,0.69218,0.12895,0.83824,B
0.71326,0.95247,0.70563,0.31442,B
0.32797,0.88983,0.2512,0.55087,B
0.53619,0.89492,0.76781,0.88532,A
0.88333,0.13211,0.59155,0.60771,B
0.67642,0.83525,0.66915,0.47955,A
0.30437,0.53976,0.59433,0.74693,B
0.32188,0.7822,0.0471,0.22961,B
0.27657,0.23243,0.71904,0.29737,B
0.85082,0.30522,0.18706,0.31658,A
0.13454,0.83826,0.59801,0.65225,A
0.39847,0.15096,0.57475,0.78805,A
0.48383,0.27305,0.97564,0.7213,B
0.63399,0.82225,0.14422,0.37972,B
0.96655,0.58829,0.31083,0.69919,B
0.01547,0.10412,0.87064,0.11344,B
0.89216,0.55686,0.89932,0.41477,B
0.69751,0.57186,0.90147,0.40251,B
0.76663,0.23912,0.91796,0.67232,A
0.39444,0.254,0.62466,0.45942,A
0.34373,0.75956,0.87758,0.73972,B
0.65794,0.55366,0.65041,0.62694,B
0.65167,0.80241,0.04531,0.50042,B
0.70452,0.18499,0.68268,0.75681,A
0.69728,0.13459,0.73249,0.35922,A
0.26206,0.21206,0.49173,0.36572,A
0.33592,0.76473,0.49605,0.05178,A
0.98464,0.42675,0.80843,0.50377,B
0.68104,0.14065,0.68525,0.87554,B
0.45108,0.61342,0.83281,0.81527,B
0.74779,0.88558,0.46789,0.82864,A
0.78023,0.16837,0.90838,0.09817,B
0.10042,0.00534,0.92047,0.74302,A
0.85802,0.16608,0.02673,0.48815,A
0.59269,0.12413,0.06636,0.30048,B
0.57242,0.57314,0.52925,0.00723,B
0.43912,0.93835,0.1991,0.03453,B
0.82175,0.13544,0.62352,0.31585,A
0.29804,0.40961,0.2912,0.39538,B
0.45737,0.34017,0.52858,0.33802,A
0.70125,0.9623,0.00175,0.95205,B
0.93056,0.09208,0.47457,0.85628,B
0.71094,0.49767,0.25097,0.31424,A
0.47117,0.34741,0.37471,0.9361,B
0.45438,0.32618,0.31826,0.7585,A
0.57691,0.04482,0.40912,0.01631,B
0.70967,0.10356,0.81081,0.04202,B
0.25054,0.54902,0.86703,0.03171,A
0.46121,0.8578,0.34679,0.31456,B
0.94995,0.874,0.69022,0.79584,A
0.24334,0.15268,0.58792,0.74329,A
0.55876,0.13796,0.90924,0.65557,A
0.12641,0.04752,0.75833,0.06035,A
0.64873,0.00655,0.04335,0.75161,B
0.12347,0.98574,0.19913,0.69374,A
0.7191,0.47657,0.33647,0.49345,B
0.68245,0.10083,0.35975,0.2254,A
0.31537,0.08665,0.7226,0.52698,A
0.6422,0.64647,0.25663,0.93037,A
0.29107,0.42491,0.90319,0.79489,B
0.76268,0.07351,0.28349,0.37044,B
0.33956,0.0089,0.78556,0.87506,A
0.28118,0.83744,0.60918,0.34159,A
0.06016,0.30176,0.56979,0.03008,A
0.29501,0.40257,0.74947,0.21162,A
0.68397,0.66898,0.83056,0.23487,B
0.53356,0.35465,0.09899,0.93425,A
0.47748,0.27595,0.55106,0.86219,A
0.41437,0.90849,0.53264,0.08922,B
0.39468,0.45923,0.96243,0.71476,B
0.81375,0.05352,0.27904,0.63683,B
0.0732,0.40753,0.95382,0.75592,A
0.87529,0.02816,0.07413,0.34339,B
0.87104,0.23322,0.11934,0.00928,B
0.89454,0.43877,0.45748,0.40498,B
0.61579,0.71227,0.39303,0.98681,A
0.27566,0.44064,0.84797,0.28698,B
0.0442,0.6803,0.33122,0.37322,B
0.00764,0.84495,0.99453,0.04435,B
0.34788,0.49198,0.43062,0.17532,A
0.14949,0.93451,0.40468,0.90747,A
0.42209,0.56473,0.6479,0.80019,B
0.82851,0.22108,0.83645,0.55572,A
0.05072,0.01118,0.74651,0.96089,A
0.2905,0.90374,0.53512,0.90049,B
0.12523,0.09856,0.53998,0.3977,A
0.66036,0.45054,0.26148,0.92296,B
0.02084,0.27259,0.52399,0.85433,A
0.43046,0.12916,0.14222,0.26813,A
0.00833,0.21005,0.90445,0.47147,B
0.83749,0.34728,0.00758,0.47803,A
0.24555,0.20177,0.56031,0.72171,A
0.71468,0.91052,0.14295,0.09982,B
0.81745,0.70491,0.88747,0.68114,B
0.4968,0.07278,0.24487,0.91368,B
0.65238,0.51331,0.25791,0.70595,B
0.35544,0.75179,0.41101,0.56754,A
0.05936,0.8272,0.37383,0.37896,A
0.82303,0.31778,0.80177,0.95957,A
0.2399,0.89623,0.68823,0.61973,B
0.34216,0.0633,0.0773,0.82916,A
0.013,0.76593,0.84371,0.35183,A
0.74628,0.33432,0.76655,0.05484,B
0.16037,0.28833,0.07245,0.16682,A
0.45737,0.64327,0.45121,0.64365,B
0.85228,0.10186,0.13747,0.47656,B
0.54751,0.28594,0.71773,0.47683,A
0.76453,0.33469,0.62916,0.04715,B
0.23516,0.61986,0.14533,0.19029,B
0.24093,0.27108,0.58301,0.12089,B
0.55563,0.95544,0.13677,0.38629,A
0.01917,0.0036,0.3907,0.98581,A
0.90195,0.94724,0.80648,0.70064,A
0.59025,0.55349,0.50487,0.93431,B
0.32009,0.92356,0.70657,0.75373,B
0.71581,0.50955,0.66153,0.82802,B
0.06337,0.41435,0.91391,0.29678,B
0.69679,0.79463,0.02758,0.47846,B
0.98764,0.57356,0.63324,0.73528,B
0.92605,0.73795,0.52795,0.82462,B
0.60345,0.90869,0.2057,0.40818,A
0.09655,0.98511,0.3122,0.89218,A
0.87223,0.42355,0.87107,0.55622,B
0.93542,0.74526,0.79339,0.91584,B
0.59344,0.27827,0.51984,0.78504,A
0.48134,0.91058,0.33173,0.73478,A
0.02804,0.43744,0.06661,0.13112,B
0.12826,0.06386,0.6146,0.36653,A
0.99172,0.33251,0.90732,0.40716,A
0.02619,0.77655,0.70347,0.2282,B
0.40426,0.22421,0.73023,0.09731,B
0.65877,0.34395,0.14381,0.9996,A
0.31854,0.00041,0.41693,0.27681,B
0.16464,0.25318,0.76749,0.34303,A
0.428,0.98668,0.40781,0.00223,B
0.76435,0.85729,0.50576,0.82371,A
0.20079,0.91545,0.27256,0.1114,A
0.96139,0.87505,0.65164,0.34848,B
0.51216,0.46269,0.94875,0.75997,B
0.42483,0.54392,0.22096,0.88701,B
0.09443,0.63632,0.64005,0.28073,A
0.57452,0.04161,0.35415,0.85517,B
0.34263,0.29735,0.02657,0.52449,B
0.50443,0.1653,0.1081,0.67399,B
0.71663,0.78191,0.76339,0.84177,A
0.21578,0.17897,0.70997,0.57882,A
0.1653,0.69519,0.27028,0.72515,B
0.68781,0.48699,0.13461,0.27647,A
0.89143,0.61542,0.74682,0.81873,B
0.48177,0.47604,0.56676,0.45751,B
0.25779,0.50521,0.51572,0.07313,A
0.0595,0.92255,0.57044,0.10257,A
0.08344,0.63366,0.48649,0.48148,B
0.43764,0.54545,0.23711,0.94205,B
0.87105,0.70319,0.61013,0.61784,B
0.50914,0.47136,0.86411,0.08458,A
0.20005,0.78005,0.3483,0.79509,A
0.24135,0.82155,0.8356,0.32642,A
0.93139,0.46608,0.8045,0.44432,B
0.39696,0.09638,0.74613,0.81778,B
0.54065,0.97783,0.34336,0.84986,A
0.73613,0.27873,0.52281,0.78026,A
0.13373,0.81609,0.66266,0.36264,A
0.76668,0.16294,0.85262,0.50943,A
0.4214,0.29828,0.96079,0.16994,B
0.44742,0.6196,0.91761,0.82787,A
0.77429,0.83454,0.17113,0.76845,A
0.62246,0.30557,0.0641,0.07574,B
0.24482,0.9746,0.2087,0.31046,A
0.07708,0.75554,0.867,0.75902,A
0.23097,0.78665,0.92837,0.67354,B
0.11023,0.58765,0.59779,0.52109,B
0.26407,0.61427,0.43741,0.1792,B
0.08272,0.74127,0.42073,0.25048,A
0.43466,0.03729,0.16393,0.39417,B
0.44147,0.1964,0.47947,0.28131,A
0.11665,0.31223,0.54621,0.41195,B
0.8329,0.66819,0.11133,0.98324,A
0.26917,0.59493,0.46684,0.07366,B
0.88956,0.58705,0.70403,0.19547,A
0.44617,0.57092,0.02859,0.29515,B
0.05073,0.0645,0.3817,0.64837,A
0.36926,0.52067,0.79834,0.73428,B
0.63909,0.68133,0.10368,0.09153,A
0.71086,0.76848,0.25321,0.30216,B
0.2626,0.71989,0.0349,0.9354,B
0.94922,0.40514,0.19907,0.3801,B
0.49056,0.81988,0.99823,0.00222,A
0.57965,0.59428,0.95193,0.90435,B
0.16474,0.22043,0.73697,0.81071,B
0.71334,0.75942,0.16712,0.95067,B
0.08915,0.99046,0.11603,0.54494,A
0.98608,0.87317,0.59657,0.8947,A
0.64837,0.13521,0.63843,0.07271,B
0.53178,0.1645,0.07098,0.95791,A
0.32523,0.10768,0.59656,0.07656,B
0.16946,0.96435,0.79363,0.02411,A
0.08309,0.25487,0.74899,0.86715,B
0.96445,0.57096,0.37608,0.10752,A
0.20743,0.46626,0.89487,0.91177,B
0.42738,0.24082,0.65938,0.29912,A
0.22352,0.09016,0.55903,0.18353,B
0.20829,0.95835,0.37206,0.67487,B
0.52342,0.45213,0.89133,0.05445,A
0.90931,0.67415,0.604,0.32215,A
0.16381,0.07576,0.41309,0.44118,A
0.69473,0.38133,0.6457,0.39424,B
0.56222,0.86806,0.77165,0.1768,B
0.62694,0.95304,0.22087,0.82222,A
0.17381,0.38633,0.68999,0.15802,B
0.18632,0.69296,0.23059,0.43648,A
0.24054,0.5311,0.62438,0.35615,A
0.68113,0.29251,0.66275,0.7586,A
0.71988,0.27246,0.79824,0.47974,A
0.37182,0.25769,0.50627,0.20245,A
0.55663,0.39848,0.22322,0.07449,B
0.90941,0.92221,0.90288,0.16499,A
0.21187,0.7281,0.00866,0.98205,B
0.58623,0.09327,0.65631,0.46726,B
0.67774,0.30947,0.49889,0.56997,A
0.40991,0.32928,0.85665,0.76545,B
0.07759,0.77249,0.02884,0.60765,A
0.87681,0.15287,0.10554,0.30951,A
0.70735,0.44433,0.67745,0.79747,B
0.71843,0.12142,0.4371,0.35883,A
0.80288,0.61479,0.94871,0.57794,A
0.3582,0.39343,0.30653,0.15746,A
0.98731,0.40841,0.03634,0.60713,B
0.14314,0.2259,0.68402,0.26909,A
0.71318,0.48875,0.36615,0.92257,B
0.39721,0.93086,0.9968,0.3275,B
0.45081,0.58904,0.88294,0.70549,B
0.05716,0.46573,0.00247,0.62741,A
0.14684,0.73543,0.69981,0.19032,A
0.42227,0.91192,0.49783,0.7386,A
0.81418,0.89442,0.17098,0.57298,A
0.21766,0.4162,0.27656,0.44311,B
0.80525,0.85529,0.24353,0.70794,A
0.3914,0.48495,0.8203,0.91393,B
0.38502,0.16699,0.83494,0.13959,A
0.50977,0.37236,0.76652,0.01361,B
0.61279,0.46532,0.40915,0.77055,B
0.58482,0.35283,0.23712,0.99911,A
0.97416,0.37675,0.2714,0.79367,A
0.66563,0.68382,0.01049,0.85901,B
0.7809,0.47017,0.20284,0.88753,B
0.57582,0.25244,0.58474,0.71791,A
0.67708,0.87737,0.81741,0.04645,B
0.42318,0.34852,0.30366,0.82367,A
0.98971,0.81894,0.32862,0.30067,B
0.45496,0.65444,0.04259,0.45742,A
0.65294,0.01578,0.19828,0.48084,B
0.35803,0.57509,0.69266,0.31616,A
0.20808,0.97753,0.77693,0.20644,A
0.33039,0.85272,0.82537,0.40951,B
0.56962,0.54897,0.78386,0.55072,B
0.36821,0.46416,0.15729,0.14369,A
0.2459,0.1175,0.63951,0.55144,A
0.31258,0.42073,0.13483,0.25207,A
0.06843,0.9917,0.51071,0.04161,A
0.76575,0.64818,0.73064,0.08086,B
0.61792,0.54797,0.42865,0.04957,A
0.00496,0.20183,0.51598,0.39335,A
0.32213,0.98581,0.18899,0.74152,B
0.14155,0.26013,0.05859,0.12898,A
0.20225,0.4917,0.70922,0.85331,B
0.54316,0.87667,0.27708,0.78482,A
0.18698,0.50012,0.68809,0.0432,A
0.25369,0.11082,0.92822,0.01018,B
0.34613,0.15364,0.3268,0.0644,B
0.02396,0.0598,0.99942,0.59869,A
0.21133,0.01402,0.18245,0.02756,B
0.88135,0.28023,0.90856,0.5684,A
0.88978,0.65763,0.78219,0.10159,B
0.1496,0.52437,0.03923,0.73532,B
0.2538,0.09341,0.63415,0.7888,A
0.96753,0.5079,0.98198,0.09742,A
0.68177,0.81275,0.4672,0.77267,A
0.7931,0.14648,0.34581,0.24904,A
0.62971,0.52758,0.05994,0.38552,B
0.02406,0.32478,0.15394,0.06684,A
0.74994,0.17677,0.08193,0.34556,A
0.84328,0.3649,0.9615,0.65379,A
0.81067,0.97712,0.88968,0.78815,A
0.25216,0.60641,0.7901,0.29069,B
0.29859,0.70703,0.2698,0.36159,B
0.83307,0.2215,0.93,0.43377,A
0.03213,0.91048,0.85065,0.62,A
0.6561,0.83966,0.19072,0.70933,A
0.49359,0.94074,0.07129,0.16184,B
0.32074,0.37482,0.62205,0.19112,B
0.44883,0.56562,0.26357,0.49017,B
0.16596,0.05544,0.36836,0.73106,A
0.3753,0.04184,0.47252,0.51101,B
0.40802,0.5768,0.28546,0.95431,B
0.24345,0.60581,0.92306,0.43153,A
0.71775,0.51007,0.28862,0.69003,B
0.01401,0.49748,0.70371,0.51357,A
0.91168,0.74271,0.18632,0.07091,B
0.76687,0.08803,0.92816,0.59215,B
0.43847,0.9919,0.3643,0.23509,A
0.87282,0.49659,0.48923,0.83629,B
0.88569,0.9649,0.81746,0.10187,B
0.4312,0.68303,0.61242,0.60772,B
0.41816,0.61641,0.49585,0.53702,B
0.03994,0.32748,0.11306,0.34436,B
0.81058,0.69393,0.37518,0.81967,B
0.83428,0.34122,0.6498,0.33099,A
0.35172,0.99475,0.53553,0.16472,A
0.15524,0.35156,0.67052,0.71554,B
0.15896,0.59692,0.66271,0.48974,B
0.08917,0.65948,0.57286,0.86253,B
0.99243,0.9361,0.61012,0.66208,A
0.88169,0.80349,0.41503,0.35215,B
0.36947,0.53216,0.70303,0.29238,A
0.72943,0.44884,0.81842,0.68456,B
0.48663,0.93406,0.76814,0.49501,A
0.13463,0.92655,0.46161,0.35742,B
0.8596,0.69902,0.3804,0.8601,B
0.84104,0.51056,0.19952,0.78467,B
0.24264,0.11173,0.65506,0.01078,B
0.64861,0.48557,0.0903,0.40654,A
0.98206,0.80483,0.13401,0.55019,A
0.3781,0.86067,0.76836,0.75225,B
0.32028,0.24286,0.81069,0.83216,A
0.19183,0.58404,0.00816,0.79626,A
0.99193,0.45722,0.1016,0.99484,A
0.20155,0.94154,0.81131,0.00398,B
0.40502,0.34518,0.94573,0.48899,B
0.30366,0.08977,0.91125,0.54249,B
0.02524,0.2741,0.0909,0.8311,A
0.34516,0.38427,0.03991,0.48529,B
0.44955,0.27364,0.81903,0.28798,A
0.43558,0.49222,0.66446,0.68138,B
0.92833,0.77247,0.67612,0.42446,A
0.19987,0.85801,0.38501,0.62998,A
0.33179,0.8914,0.38298,0.956,B
0.01121,0.89479,0.50021,0.35178,A
0.12753,0.2211,0.72255,0.93709,A
0.24037,0.93643,0.13478,0.92149,B
0.99737,0.83316,0.81139,0.54848,A
0.22025,0.72595,0.95624,0.62184,A
0.56924,0.34561,0.56292,0.17329,A
0.01885,0.77383,0.63789,0.04233,A
0.42262,0.94323,0.6391,0.25846,A
0.80208,0.92525,0.00495,0.71807,B
0.41212,0.91588,0.29886,0.58636,A
0.27501,0.53015,0.89796,0.9997,A
0.93148,0.70498,0.74414,0.44496,B
0.43249,0.96258,0.18911,0.76436,A
0.38746,0.37939,0.2889,0.5116,A
0.56367,0.334,0.6243,0.27521,A
0.55783,0.14198,0.81266,0.48485,B
0.69445,0.89827,0.77964,0.42278,A
0.87289,0.73776,0.90429,0.26614,B
0.65877,0.59549,0.96607,0.52067,A
0.02359,0.02151,0.83639,0.54117,B
0.72949,0.21714,0.92218,0.40084,A
0.47742,0.72313,0.20453,0.4442,B
0.8824,0.92224,0.93647,0.4175,A
0.25749,0.08705,0.28433,0.2174,B
0.11985,0.69708,0.08143,0.6101,B
0.44025,0.31996,0.0565,0.82184,B
0.93253,0.40127,0.33221,0.34035,A
0.66999,0.79668,0.97124,0.94229,B
0.83228,0.25006,0.51118,0.10008,B
0.72587,0.78359,0.16804,0.1647,B
0.99132,0.58912,0.09573,0.41132,B
0.66657,0.3942,0.26043,0.42631,B
0.56823,0.42306,0.90011,0.41902,B
0.70947,0.33701,0.57958,0.27034,A
0.07231,0.91444,0.29509,0.63661,A
0.95998,0.11718,0.39567,0.69473,B
0.12733,0.90792,0.77891,0.84,A
0.65692,0.13764,0.47405,0.27698,A
0.33835,0.24891,0.20342,0.79921,A
0.64675,0.56261,0.82224,0.87877,B
0.69226,0.06537,0.07425,0.90987,B
0.80909,0.8553,0.35248,0.57545,A
0.72822,0.00045,0.11241,0.71617,B
0.16126,0.01902,0.66113,0.12203,A
0.01578,0.84952,0.29662,0.19465,B
0.2892,0.14225,0.54028,0.17308,B
0.99931,0.76568,0.51674,0.62816,A
0.06195,0.37449,0.9015,0.34436,A
0.65423,0.12562,0.51963,0.00167,B
0.57316,0.18893,0.81073,0.24182,A
0.2619,0.16695,0.60891,0.10731,B
0.49134,0.07356,0.53431,0.96436,B
0.21595,0.28447,0.32732,0.48293,A
0.9941,0.34916,0.73979,0.49817,A
0.49516,0.71644,0.66626,0.71074,B
0.6433,0.47169,0.72474,0.92388,B
0.55119,0.54269,0.34567,0.71239,B
0.23571,0.04584,0.13073,0.02828,B
0.50161,0.38217,0.1265,0.25995,A
0.80457,0.5457,0.37815,0.9994,B
0.29683,0.69838,0.17133,0.09812,B
0.52164,0.80374,0.86098,0.90922,A
0.7331,0.05238,0.60626,0.67038,B
0.30622,0.32118,0.87513,0.70687,B
0.11998,0.165,0.05373,0.68804,A
0.16996,0.40934,0.58362,0.75492,A
0.69225,0.64729,0.27624,0.75188,B
0.60631,0.3804,0.86944,0.50676,A
0.78093,0.10949,0.3157,0.65996,B
0.20805,0.75716,0.15268,0.04658,A
0.65235,0.07795,0.88813,0.79291,A
0.89571,0.21642,0.14574,0.12353,A
0.60088,0.11123,0.67009,0.83966,B
0.37705,0.16626,0.97007,0.04155,A
0.03774,0.09768,0.96406,0.24947,A
0.95391,0.5187,0.06636,0.76991,A
0.96155,0.62569,0.88444,0.58291,B
0.68794,0.63834,0.23955,0.64755,B
0.01548,0.65257,0.27698,0.71463,A
0.45437,0.12876,0.62954,0.65835,B
0.73594,0.85934,0.33142,0.41373,A
0.86692,0.59781,0.6312,0.45006,B
0.72283,0.98599,0.25277,0.01777,B
