attr1,attr2,attr3,attr4,class
0.49414,0.66867,0.63731,0.57041,B
0.46709,0.62315,0.44015,0.13613,A
0.17352,0.83019,0.64298,0.6644,A
0.54585,0.74349,0.99298,0.02248,B
0.73871,0.55811,0.46811,0.99107,B
0.42398,0.82312,0.56988,0.15354,B
0.49972,0.2875,0.44635,0.8858,A
0.28768,0.54528,0.44792,0.60911,B
0.14895,0.62625,0.80431,0.87109,B
0.64598,0.43418,0.6902,0.23636,A
0.76061,0.8642,0.69967,0.13286,B
0.90279,0.09102,0.95327,0.08336,B
0.96632,0.10872,0.65176,0.01611,B
0.61656,0.10775,0.383,0.44858,B
0.74384,0.41022,0.63749,0.36721,B
0.05436,0.53397,0.00823,0.4197,A
0.54382,0.27355,0.58674,0.54898,A
0.86125,0.30576,0.63062,0.40073,A
0.51861,0.54661,0.36909,0.92776,B
0.84302,0.17789,0.97602,0.59385,A
0.53082,0.18802,0.81253,0.82824,A
0.54743,0.99954,0.85386,0.81188,A
0.50007,0.63798,0.61099,0.53957,B
0.85122,0.44626,0.89759,0.47382,B
0.03861,0.81129,0.3346,0.22374,B
0.21053,0.17548,0.39904,0.51767,A
0.14984,0.03545,0.74233,0.43759,A
0.64346,0.94516,0.91137,0.09698,A
0.9923,0.60029,0.77123,0.37263,B
0.2447,0.1404,0.09344,0.71468,A
0.89585,0.8677,0.70072,0.79608,A
0.367,0.42451,0.52479,0.56481,B
0.23223,0.24354,0.8742,0.81566,B
0.47075,0.84984,0.86365,0.13419,A
0.29518,0.42837,0.0965,0.57261,B
0.50739,0.97517,0.21044,0.32417,A
0.20779,0.96435,0.14918,0.77854,B
0.26198,0.52797,0.625,0.65982,B
0.47918,0.14556,0.46424,0.87041,A
0.01936,0.81528,0.78418,0.70439,B
0.97533,0.98813,0.65132,0.23506,B
0.34628,0.80343,0.92492,0.3556,A
0.20934,0.75567,0.87297,0.24548,A
0.19268,0.06604,0.28745,0.09914,B
0.62771,0.3836,0.34338,0.11134,A
0.5508,0.85365,0.17127,0.96087,B
0.87944,0.09169,0.51544,0.81847,B
0.73887,0.27073,0.75631,0.00916,B
0.35586,0.06521,0.79289,0.78793,A
0.67891,0.69847,0.32804,0.75685,B
0.7274,0.51174,0.5545,0.62505,B
0.67163,0.30623,0.87889,0.77697,A
0.9339,0.72343,0.38244,0.43681,B
0.74681,0.07522,0.19349,0.03842,B
0.66352,0.13462,0.79145,0.37175,B
0.32812,0.96377,0.73657,0.3775,B
0.93823,0.13185,0.07087,0.61934,B
0.03217,0.67236,0.02739,0.7342,A
0.39462,0.63265,0.37808,0.28772,A
0.35235,0.9834,0.64682,0.22613,A
0.5008,0.00849,0.5349,0.00264,B
0.39423,0.79722,0.59717,0.59327,B
0.76921,0.1651,0.41516,0.61426,A
0.8743,0.48128,0.44681,0.95663,A
0.90858,0.51198,0.16245,0.95963,A
0.24815,0.67804,0.20625,0.51789,A
0.82566,0.98758,0.416,0.38451,A
0.36739,0.18088,0.24438,0.33818,B
0.02979,0.41873,0.42992,0.2686,A
0.49454,0.22285,0.21159,0.30557,A
0.12214,0.08348,0.65324,0.81667,A
0.5058,0.38976,0.93115,0.48887,B
0.30019,0.60931,0.05944,0.6108,A
0.14687,0.98985,0.38506,0.62332,A
0.20896,0.75672,0.28794,0.45137,A
0.90399,0.97324,0.82904,0.32464,A
0.20617,0.81057,0.54787,0.36785,A
0.05553,0.75332,0.67018,0.42356,B
0.97699,0.30604,0.51096,0.47416,A
0.56229,0.16006,0.76463,0.81276,A
0.7349,0.96884,0.63194,0.79936,A
0.26681,0.68211,0.21946,0.97452,B
0.32966,0.74698,0.24784,0.01046,B
0.28087,0.92719,0.64422,0.21757,A
0.81503,0.11023,0.33428,0.07999,B
0.44849,0.02613,0.33919,0.17826,A
0.71521,0.91349,0.47703,0.14225,B
0.2608,0.494,0.50437,0.56164,B
0.14431,0.41326,0.41902,0.16667,B
0.31556,0.49397,0.79461,0.61698,B
0.58548,0.22086,0.3695,0.13005,A
0.02165,0.20352,0.02917,0.75932,B
0.51429,0.47829,0.61771,0.30973,A
0.23567,0.52998,0.75012,0.74019,B
0.19099,0.18343,0.41706,0.86521,A
0.95806,0.14422,0.89503,0.06944,A
0.34086,0.96056,0.92755,0.91637,A
0.86038,0.23981,0.90673,0.29156,B
0.34598,0.27911,0.45099,0.86396,A
0.23474,0.67632,0.12653,0.4877,A
0.22567,0.47111,0.61872,0.42168,B
0.53185,0.12374,0.90874,0.45453,A
0.0649,0.68063,0.98172,0.19073,B
0.04903,0.6401,0.45512,0.38396,B
0.07776,0.75421,0.2404,0.27263,A
0.32577,0.80275,0.43641,0.80081,A
0.21155,0.69706,0.53483,0.88014,A
0.19556,0.25834,0.51098,0.52415,A
0.58324,0.21921,0.12558,0.21544,A
0.72325,0.18773,0.40748,0.84095,A
0.92229,0.84728,0.36858,0.11876,B
0.39525,0.88287,0.35697,0.05688,B
0.06336,0.43266,0.45267,0.62238,A
0.81248,0.98725,0.17444,0.05418,B
0.51376,0.79406,0.49017,0.63244,B
0.54918,0.3809,0.99199,0.72654,B
0.74103,0.04955,0.19779,0.56284,B
0.08903,0.2506,0.61612,0.28446,A
0.65297,0.41897,0.30351,0.62174,B
0.63648,0.31696,0.12449,0.42405,B
0.90446,0.50618,0.30197,0.1182,A
0.22641,0.88351,0.32825,0.49919,B
0.61943,0.62912,0.34648,0.42374,A
0.81183,0.96306,0.95054,0.96587,A
0.94635,0.06783,0.16654,0.32004,A
0.83647,0.34935,0.63504,0.93826,A
0.6993,0.52113,0.43998,0.41424,B
0.34828,0.10515,0.94537,0.08088,B
0.89244,0.43378,0.13558,0.72774,B
0.24535,0.51251,0.83108,0.90553,B
0.47145,0.62553,0.56848,0.24,A
0.10428,0.04012,0.64478,0.2214,A
0.97077,0.48491,0.45462,0.71668,B
0.95948,0.92279,0.57952,0.3519,B
0.83069,0.41653,0.22576,0.32735,A
0.6346,0.33103,0.91508,0.34632,B
0.90007,0.29347,0.5362,0.02531,B
0.4645,0.02083,0.86443,0.5747,A
0.37618,0.95227,0.32959,0.7546,A
0.1399,0.1187,0.01156,0.62422,A
0.19559,0.03208,0.31454,0.32594,B
0.39226,0.60791,0.39336,0.86343,B
0.10148,0.92978,0.58145,0.23325,B
0.21404,0.43651,0.77716,0.38347,B
0.2405,0.89695,0.80686,0.97787,B
0.46554,0.24965,0.891,0.55219,B
0.4262,0.91446,0.02303,0.88133,A
0.11907,0.65727,0.0093,0.49425,B
0.31663,0.36932,0.37503,0.95031,A
0.32081,0.50545,0.09326,0.64228,B
0.35781,0.56319,0.92491,0.72892,B
0.41042,0.73389,0.93228,0.02221,B
0.43624,0.77016,0.22803,0.43967,B
0.27419,0.01365,0.78081,0.50202,A
0.45177,0.07264,0.86665,0.22514,A
0.44053,0.15338,0.30863,0.55931,A
0.5978,0.55892,0.89242,0.79809,B
0.29495,0.32031,0.04653,0.46128,B
0.87024,0.52921,0.2298,0.17042,A
0.91906,0.57477,0.28528,0.55941,B
0.03176,0.48247,0.57812,0.75655,A
0.49775,0.09846,0.79476,0.2733,A
0.25547,0.23458,0.23116,0.5484,A
0.52549,0.54529,0.31014,0.22214,A
0.29982,0.53289,0.67049,0.47984,B
0.84383,0.21253,0.80695,0.57142,A
0.36164,0.31915,0.12325,0.66674,A
0.53787,0.1966,0.29033,0.05786,B
0.89589,0.00457,0.47994,0.72007,B
0.26144,0.59784,0.91979,0.47067,A
0.40976,0.77078,0.77952,0.61235,B
0.28733,0.65156,0.35577,0.70814,A
0.6256,0.53397,0.55355,0.49603,B
0.55823,0.264,0.50269,0.09131,B
0.47183,0.97932,0.4503,0.25476,A
0.42298,0.6939,0.80882,0.51366,B
0.19549,0.48024,0.75506,0.53805,B
0.0287,0.44993,0.94678,0.08191,A
0.21783,0.42989,0.38478,0.61209,B
0.51279,0.19735,0.36432,0.32841,A
0.53961,0.11823,0.35779,0.62201,B
0.42261,0.99353,0.15133,0.76699,A
0.70963,0.0551,0.74404,0.18469,A
0.70305,0.17145,0.08583,0.49702,B
0.99194,0.64072,0.97304,0.46729,A
0.31642,0.15672,0.44041,0.84474,A
0.81343,0.08874,0.28565,0.3632,B
0.47917,0.91197,0.45519,0.71339,A
0.93313,0.63187,0.93893,0.97657,B
0.77778,0.63325,0.30628,0.4319,B
0.49045,0.74891,0.6106,0.74601,B
0.78859,0.66348,0.78589,0.50546,B
0.91377,0.8868,0.51691,0.2308,B
0.49726,0.70311,0.35129,0.82839,B
0.05997,0.22964,0.55602,0.0094,A
0.77004,0.09682,0.58921,0.11467,A
0.69738,0.66787,0.22973,0.25298,A
0.61832,0.27501,0.55591,0.4057,B
0.44258,0.65628,0.7248,0.38928,B
0.19976,0.27425,0.94039,0.59281,A
0.12528,0.87783,0.52194,0.44965,A
0.36297,0.81447,0.14511,0.58097,A
0.22365,0.90873,0.46132,0.58825,B
0.02788,0.92217,0.3177,0.18887,A
0.37893,0.79092,0.99051,0.86585,A
0.68989,0.95596,0.85831,0.04567,A
0.60972,0.80784,0.47353,0.61392,B
0.59987,0.38825,0.94197,0.37196,B
0.67168,0.6544,0.08377,0.60152,B
0.69381,0.07635,0.90055,0.46888,A
0.31501,0.40393,0.35354,0.76521,B
0.76969,0.19739,0.06003,0.19301,A
0.62926,0.65519,0.16382,0.13308,B
0.05227,0.88553,0.45161,0.0751,A
0.05228,0.24144,0.98593,0.84175,A
0.10577,0.16488,0.64831,0.69451,B
0.42781,0.60862,0.83513,0.14845,B
0.06963,0.89678,0.09378,0.7751,B
0.16684,0.03209,0.57526,0.55188,A
0.65139,0.68071,0.51685,0.27158,A
0.77369,0.51768,0.12862,0.66227,B
0.44947,0.62521,0.22526,0.71919,B
0.699,0.37429,0.57084,0.46347,A
0.29757,0.50594,0.7592,0.02759,A
0.05522,0.00495,0.29433,0.38642,A
0.46165,0.08527,0.04057,0.03653,A
0.31173,0.5101,0.03529,0.42299,A
0.38721,0.79291,0.77604,0.98814,B
0.01195,0.18947,0.82527,0.70165,B
0.10611,0.25055,0.41864,0.31029,A
0.70474,0.68697,0.11438,0.54543,B
0.59482,0.93539,0.25243,0.49571,A
0.72025,0.70984,0.74279,0.36901,B
0.60914,0.5448,0.0553,0.63669,B
0.49689,0.74565,0.72505,0.04881,A
0.69945,0.10657,0.39598,0.15333,A
0.23146,0.09943,0.38159,0.65447,A
0.05922,0.85267,0.66036,0.337,A
0.32185,0.00497,0.2358,0.43774,A
0.93218,0.75179,0.43448,0.45866,B
0.66889,0.38756,0.28206,0.15678,A
0.88822,0.28853,0.03098,0.16039,A
0.29608,0.64842,0.95823,0.08939,A
0.0679,0.00111,0.97569,0.35427,A
0.17708,0.36467,0.90803,0.75264,B
0.80375,0.44877,0.96386,0.08941,A
0.14569,0.59768,0.22839,0.65926,B
0.82167,0.26718,0.60768,0.10981,A
0.01442,0.81311,0.50753,0.03332,A
0.08217,0.32733,0.47476,0.68688,B
0.93558,0.74829,0.56983,0.49594,B
0.71993,0.10187,0.03468,0.05156,B
0.17463,0.20294,0.73608,0.28643,A
0.68636,0.91173,0.74226,0.51305,A
0.1914,0.6143,0.57671,0.77549,A
0.09771,0.58657,0.78028,0.511,B
0.04157,0.98566,0.08395,0.10607,A
0.10902,0.33015,0.46271,0.14353,A
0.22052,0.68225,0.81279,0.68518,A
0.71485,0.94159,0.03615,0.68965,B
0.27098,0.47998,0.71322,0.73556,B
0.92375,0.41306,0.85025,0.28862,A
0.45978,0.73714,0.8238,0.64289,B
0.1243,0.48628,0.46648,0.53416,A
0.83796,0.90033,0.67041,0.2415,B
0.06785,0.84578,0.26372,0.84065,A
0.44931,0.03264,0.98843,0.91413,B
0.94158,0.62188,0.53107,0.22239,A
0.6121,0.88136,0.00003,0.80699,A
0.28862,0.19587,0.17547,0.21422,B
0.02506,0.10093,0.13507,0.55879,A
0.2834,0.74996,0.58437,0.98395,B
0.86468,0.16482,0.08854,0.43448,B
0.00965,0.12824,0.25687,0.40737,A
0.87598,0.43317,0.76975,0.71861,B
0.26844,0.10944,0.69956,0.77062,A
0.3303,0.92631,0.55548,0.95523,B
0.07023,0.42252,0.70645,0.86186,A
0.33207,0.90491,0.64526,0.29445,A
0.13201,0.42948,0.17931,0.06185,A
0.51682,0.99697,0.68598,0.81343,A
0.55551,0.35643,0.20605,0.86562,A
0.03725,0.2566,0.46898,0.82356,A
0.4555,0.46532,0.41904,0.51969,B
0.07187,0.16612,0.44387,0.5299,B
0.82696,0.96539,0.82262,0.63134,A
0.79246,0.81452,0.90391,0.63809,A
0.53631,0.767,0.61058,0.09595,A
0.20573,0.6296,0.83239,0.90661,B
0.45179,0.11527,0.18587,0.81257,B
0.34877,0.24418,0.0418,0.68148,B
0.0173,0.07327,0.35696,0.16168,B
0.52194,0.84846,0.59411,0.2045,B
0.03485,0.47419,0.76898,0.48095,A
0.76915,0.88179,0.79006,0.01608,B
0.17685,0.98624,0.43368,0.78731,B
0.09428,0.28334,0.38382,0.41324,B
0.766,0.67874,0.91054,0.49029,B
0.51936,0.04058,0.14294,0.09138,B
0.91536,0.89805,0.05762,0.09123,A
0.42516,0.34576,0.59897,0.90945,A
0.83894,0.64607,0.75224,0.87324,B
0.55703,0.18793,0.0968,0.65923,B
0.98319,0.99222,0.748,0.69044,A
0.29383,0.66382,0.75642,0.09855,B
0.50649,0.42113,0.69898,0.76128,B
0.05899,0.05144,0.99888,0.36183,A
0.31277,0.20512,0.98432,0.20929,A
0.70487,0.13207,0.47985,0.16289,A
0.07613,0.07464,0.54688,0.92864,A
0.68011,0.41971,0.41005,0.88192,B
0.22158,0.19669,0.89505,0.27121,A
0.73687,0.2402,0.79949,0.6383,A
0.90866,0.01332,0.68713,0.74425,B
0.34871,0.53045,0.03004,0.35388,A
0.88378,0.30199,0.17091,0.67037,A
0.58162,0.80417,0.26629,0.0511,A
0.52542,0.4084,0.34585,0.26419,A
0.07625,0.48843,0.21673,0.82841,A
0.13516,0.62698,0.99596,0.24741,B
0.63898,0.81537,0.53995,0.88092,B
0.48967,0.63474,0.9206,0.04013,B
0.36487,0.73652,0.80978,0.85651,A
0.81404,0.60422,0.42487,0.46149,B
0.64837,0.95735,0.09848,0.34151,B
0.33344,0.2023,0.21925,0.30324,B
0.52222,0.50929,0.82674,0.92483,B
0.77895,0.06972,0.01132,0.46288,A
0.61459,0.62177,0.16126,0.49343,A
0.01046,0.70641,0.58719,0.07632,A
0.04836,0.83755,0.14617,0.23899,A
0.30236,0.50392,0.03955,0.47371,B
0.69671,0.88917,0.64701,0.85068,A
0.82175,0.08426,0.28026,0.6897,B
0.18035,0.53299,0.90209,0.86964,B
0.2868,0.9761,0.7655,0.03064,B
0.14427,0.56319,0.96786,0.58875,A
0.09077,0.82601,0.54676,0.74829,A
0.66119,0.15008,0.36259,0.77954,A
0.65748,0.5881,0.43953,0.13056,A
0.25128,0.51527,0.70722,0.59436,B
0.03488,0.08471,0.36126,0.61824,A
0.32592,0.98811,0.62751,0.55276,B
0.63026,0.35638,0.29428,0.01838,B
0.52526,0.66223,0.04081,0.53186,A
0.56884,0.71733,0.88813,0.17382,B
0.28857,0.29552,0.15355,0.24469,B
0.49803,0.96617,0.63692,0.87174,A
0.07165,0.22763,0.43938,0.89473,B
0.16303,0.09247,0.34426,0.09855,A
0.91213,0.3178,0.79677,0.05454,B
0.84961,0.73449,0.89768,0.54396,B
0.65352,0.76585,0.20345,0.13444,B
0.85698,0.54554,0.93494,0.31078,A
0.11439,0.7809,0.37709,0.13066,A
0.9756,0.89324,0.18402,0.43716,A
0.67106,0.17135,0.69351,0.80144,A
0.04978,0.11412,0.34912,0.0579,A
0.23914,0.36784,0.05105,0.7381,B
0.33867,0.12266,0.2687,0.22724,B
0.34423,0.9921,0.96391,0.74416,A
0.21763,0.11182,0.6888,0.831,A
0.19086,0.49652,0.71739,0.5754,B
0.28822,0.2237,0.01336,0.85557,B
0.66803,0.54407,0.32984,0.19364,A
0.89029,0.23723,0.65709,0.79321,A
0.75911,0.50244,0.8878,0.57074,B
0.29628,0.6287,0.45239,0.26917,B
0.47848,0.67073,0.16906,0.675,B
0.64189,0.84955,0.79335,0.28481,B
0.97383,0.37766,0.64626,0.19936,A
0.48783,0.13216,0.11641,0.00998,B
0.28959,0.25414,0.97616,0.73052,A
0.33641,0.8923,0.69851,0.71203,B
0.54345,0.62435,0.18063,0.70387,B
0.74378,0.79456,0.67896,0.25962,B
0.29441,0.2778,0.67763,0.13465,B
0.57974,0.29743,0.90135,0.56128,B
0.59086,0.47034,0.99386,0.90192,B
0.65723,0.94959,0.96255,0.09819,A
0.85022,0.94967,0.76599,0.56231,A
0.10806,0.90944,0.19427,0.89738,A
0.20621,0.15802,0.26484,0.64483,A
0.95665,0.9681,0.58335,0.34485,B
0.7609,0.55281,0.50735,0.88763,B
0.02914,0.86242,0.45358,0.28833,B
0.09574,0.7349,0.54173,0.79568,B
0.99037,0.73293,0.32106,0.94679,B
0.3957,0.52008,0.13114,0.38024,B
0.89962,0.13899,0.77058,0.06558,B
0.53171,0.31046,0.55137,0.89356,A
0.52055,0.55087,0.49432,0.21369,A
0.91678,0.26514,0.19761,0.31109,A
0.03023,0.91574,0.91031,0.27308,B
0.32133,0.90407,0.23927,0.00522,B
0.75852,0.44932,0.03507,0.88854,B
0.04191,0.44943,0.64999,0.60809,A
0.10632,0.86493,0.46502,0.31037,A
0.97825,0.81482,0.1883,0.47799,A
0.31337,0.6216,0.18179,0.78229,A
0.6727,0.2413,0.84748,0.44517,A
0.08817,0.58582,0.85013,0.77099,A
0.18033,0.75728,0.19167,0.49687,A
0.01951,0.09772,0.06788,0.95667,A
0.03276,0.9413,0.23175,0.41766,B
0.80505,0.38597,0.21349,0.01877,A
0.26035,0.84826,0.66332,0.64576,A
0.68272,0.51967,0.82413,0.86536,B
0.29555,0.45012,0.21043,0.99849,A
0.14303,0.18624,0.89683,0.39807,B
0.27173,0.23837,0.07468,0.58843,B
0.16206,0.93329,0.84552,0.72234,B
0.43307,0.80518,0.13148,0.05675,A
0.74817,0.77872,0.5425,0.0948,B
0.39656,0.01493,0.15315,0.48848,B
0.07876,0.26614,0.01462,0.93761,B
0.26661,0.69275,0.62443,0.82465,A
0.456,0.28897,0.1314,0.86467,A
0.4444,0.96071,0.36681,0.65266,A
0.79441,0.45647,0.81485,0.41425,B
0.27198,0.60385,0.75434,0.43623,A
0.30966,0.6151,0.71337,0.52806,A
0.79904,0.00277,0.4761,0.03259,B
0.94624,0.35772,0.16818,0.89395,A
0.36837,0.06813,0.2225,0.52798,A
0.22145,0.02503,0.14487,0.79659,A
0.16066,0.20296,0.70938,0.02586,A
0.17305,0.85053,0.26913,0.76363,A
0.52765,0.3645,0.52828,0.8928,A
0.3923,0.79497,0.51528,0.90363,B
0.27928,0.03491,0.90618,0.56994,B
0.37354,0.54079,0.06003,0.30099,B
0.47093,0.9861,0.02558,0.35101,B
0.32826,0.07518,0.06553,0.10573,A
0.56061,0.53705,0.90062,0.00091,A
0.16871,0.27625,0.94478,0.26573,A
0.81385,0.79569,0.33509,0.89212,A
0.51386,0.79443,0.636,0.79735,B
0.30149,0.12721,0.12315,0.4734,A
0.59489,0.98643,0.57528,0.65588,A
0.63288,0.84608,0.84707,0.28429,B
0.66103,0.75925,0.32961,0.97345,B
0.71009,0.49679,0.74672,0.4352,B
0.39355,0.74389,0.99042,0.68515,B
0.01874,0.2545,0.02331,0.58384,B
0.69201,0.93536,0.09495,0.55571,B
0.81309,0.92447,0.40294,0.84303,A
0.883,0.53379,0.08476,0.60478,A
0.63884,0.69318,0.68197,0.73944,A
0.82242,0.06816,0.07886,0.52694,B
0.79373,0.38063,0.22876,0.80139,A
0.59337,0.5149,0.22568,0.35912,A
0.78973,0.61084,0.64655,0.03648,B
0.19818,0.26292,0.28875,0.6333,A
0.16393,0.08954,0.51504,0.479,A
0.34998,0.30514,0.30934,0.41964,A
0.56068,0.6761,0.1947,0.80648,B
0.41081,0.22079,0.00365,0.47894,B
0.65012,0.01728,0.67253,0.17379,A
0.14003,0.25095,0.96237,0.0188,A
0.35841,0.99142,0.61171,0.6804,B
0.54593,0.00147,0.02958,0.66533,A
0.45018,0.63567,0.30507,0.72368,B
0.34734,0.36623,0.68803,0.9016,A
0.89148,0.77145,0.88968,0.81423,A
0.38672,0.48171,0.54668,0.5349,B
0.69563,0.65283,0.36495,0.69737,B
0.87847,0.15156,0.87356,0.78254,A
0.37686,0.9366,0.01456,0.37994,A
0.22797,0.17114,0.19861,0.55196,A
0.01054,0.99497,0.76362,0.10462,A
0.66903,0.34765,0.1499,0.62258,A
0.67781,0.67406,0.63736,0.59252,B
0.87405,0.40766,0.20524,0.93021,A
0.59135,0.95018,0.37922,0.65934,A
0.26529,0.42763,0.79111,0.80983,B
0.53639,0.15492,0.42457,0.1939,A
0.41591,0.09009,0.3713,0.57129,B
0.06461,0.94794,0.05194,0.47533,B
0.01149,0.33314,0.01958,0.62245,B
0.29755,0.97977,0.86394,0.11996,A
0.14441,0.77819,0.33604,0.02227,A
0.89267,0.41291,0.42737,0.28369,A
0.34995,0.29649,0.8847,0.12727,A
0.02392,0.41788,0.64502,0.44625,A
0.50556,0.74323,0.4018,0.08692,A
0.34852,0.97526,0.35657,0.82273,B
0.22462,0.21452,0.0276,0.51917,B
0.4809,0.48688,0.36665,0.61291,B
0.59477,0.70697,0.38626,0.9285,A
0.61528,0.1838,0.70831,0.70486,B
0.75509,0.8412,0.1815,0.11285,B
0.17342,0.18058,0.67456,0.96077,A
0.34067,0.66894,0.15657,0.77317,A
0.36993,0.44827,0.08903,0.10612,A
0.79717,0.15225,0.95278,0.19378,B
0.51175,0.13455,0.20084,0.41203,B
0.18033,0.53867,0.19606,0.78436,B
0.20419,0.86042,0.39305,0.38474,A
0.79676,0.52749,0.26283,0.5668,B
