attr1,attr2,attr3,attr4,class
0.07366,0.57274,0.26068,0.33929,B
0.70267,0.44332,0.88954,0.30789,A
0.574,0.6995,0.15678,0.96909,A
0.92034,0.38236,0.33968,0.24983,A
0.94829,0.86327,0.8655,0.51975,A
0.27333,0.15414,0.8067,0.58922,A
0.83458,0.81984,0.75306,0.7417,A
0.26059,0.02496,0.94246,0.89592,A
0.23816,0.54228,0.38742,0.33773,A
0.80991,0.87247,0.3201,0.13511,B
0.59026,0.34841,0.6043,0.34739,A
0.94044,0.74684,0.24172,0.13358,A
0.21197,0.34736,0.37179,0.88372,A
0.77826,0.01895,0.48185,0.43015,B
0.23051,0.38324,0.46276,0.1575,A
0.35467,0.91183,0.89519,0.67892,A
0.4018,0.32622,0.72354,0.08326,B
0.85135,0.85023,0.01159,0.5674,B
0.7214,0.6043,0.88723,0.07078,B
0.36585,0.89659,0.12128,0.90827,B
0.61981,0.37468,0.41929,0.22005,A
0.18964,0.96777,0.32198,0.39873,B
0.92043,0.89711,0.70651,0.04164,B
0.94395,0.98947,0.88087,0.07521,A
0.95052,0.32927,0.31192,0.81459,A
0.52175,0.00535,0.3651,0.59088,B
0.66308,0.37431,0.98192,0.29036,B
0.08667,0.61137,0.29844,0.51705,B
0.84472,0.3366,0.78773,0.54578,A
0.70493,0.61908,0.2571,0.13098,A
0.38602,0.74332,0.38204,0.99869,B
0.15729,0.58736,0.11873,0.55971,B
0.48038,0.6024,0.99612,0.33026,A
0.9683,0.31039,0.61167,0.11832,A
0.79626,0.5416,0.21806,0.76024,B
0.78336,0.43036,0.53909,0.18116,A
0.84358,0.36482,0.12778,0.67854,A
0.22999,0.16578,0.46214,0.56112,A
0.42961,0.39697,0.72535,0.10806,A
0.47312,0.97959,0.75788,0.30817,A
0.04578,0.03742,0.25642,0.88882,A
0.27288,0.40656,0.38186,0.06072,A
0.34484,0.18016,0.61413,0.27134,B
0.59096,0.18321,0.46503,0.7706,A
0.00591,0.35375,0.39276,0.17484,A
0.90551,0.09438,0.76947,0.58504,B
0.01372,0.36728,0.17549,0.97816,B
0.22936,0.45445,0.75149,0.82769,B
0.19287,0.82248,0.26919,0.22223,A
0.49485,0.79975,0.83171,0.68244,A
0.32353,0.51297,0.18203,0.51638,B
0.1818,0.18463,0.97314,0.7856,A
0.03959,0.33668,0.9707,0.6494,B
0.9308,0.58931,0.52871,0.79251,B
0.79668,0.48222,0.42456,0.68354,B
0.15374,0.99071,0.65238,0.84177,A
0.88255,0.04612,0.23309,0.90517,B
0.3039,0.09079,0.02292,0.30289,A
0.33157,0.83519,0.02692,0.39779,B
0.80905,0.05109,0.53536,0.24405,A
0.01056,0.68293,0.12392,0.67035,A
0.74346,0.21755,0.80473,0.44926,A
0.27562,0.48127,0.91793,0.7025,A
0.60139,0.10486,0.17957,0.94637,B
0.78129,0.45601,0.6203,0.49859,B
0.28853,0.5128,0.3155,0.57348,B
0.48969,0.46002,0.77957,0.69537,B
0.46394,0.65651,0.13264,0.66847,B
0.71271,0.38879,0.46492,0.18142,A
0.78646,0.38401,0.65699,0.84718,B
0.17505,0.79624,0.59785,0.58029,A
0.84262,0.19898,0.36365,0.19606,A
0.96918,0.6708,0.94853,0.15375,B
0.60357,0.78668,0.84464,0.46326,B
0.64778,0.65642,0.91327,0.75031,A
0.44017,0.27157,0.98107,0.03092,A
0.67762,0.95179,0.97976,0.3062,B
0.13228,0.19516,0.96906,0.43121,A
0.51311,0.01929,0.82856,0.04683,B
0.76293,0.22176,0.74804,0.85446,A
0.36898,0.83728,0.48559,0.57251,B
0.40637,0.57506,0.45704,0.20974,A
0.35655,0.82608,0.82122,0.70336,A
0.52513,0.4897,0.61231,0.24323,A
0.33316,0.89921,0.05905,0.11788,B
0.04937,0.55038,0.63591,0.0899,A
0.69227,0.34735,0.79411,0.03578,B
0.56217,0.79081,0.13317,0.56155,B
0.34226,0.69886,0.00508,0.8879,A
0.49883,0.99084,0.51809,0.97335,A
0.12152,0.51218,0.89739,0.99578,A
0.56164,0.9611,0.17635,0.6523,A
0.6201,0.38878,0.91482,0.4832,A
0.37464,0.2549,0.46177,0.85854,A
0.32419,0.41366,0.59325,0.21287,A
0.929,0.07212,0.64784,0.51869,B
0.85912,0.45922,0.91353,0.93263,A
0.0527,0.98583,0.8846,0.33132,B
0.48975,0.40955,0.11724,0.37696,B
0.53283,0.31485,0.26068,0.29765,A
0.4774,0.0683,0.07185,0.13248,B
0.1231,0.81297,0.17585,0.35388,A
0.88644,0.6415,0.69514,0.39493,B
0.65269,0.7959,0.54516,0.75292,A
0.79794,0.0535,0.9871,0.95503,B
0.77067,0.723,0.12949,0.87204,B
0.63381,0.31531,0.95682,0.93925,A
0.66325,0.8583,0.21322,0.51919,A
0.40493,0.71581,0.39851,0.67533,B
0.96831,0.82794,0.22282,0.79364,A
0.67362,0.48886,0.8112,0.10371,A
0.29883,0.25346,0.67902,0.74712,A
0.08156,0.2559,0.97958,0.38745,A
0.75774,0.55154,0.95244,0.98348,B
0.60757,0.12366,0.22781,0.92079,B
0.03776,0.48065,0.6276,0.56692,A
0.31699,0.06217,0.99982,0.916,A
0.26987,0.1853,0.7128,0.35354,B
0.41166,0.0616,0.57014,0.45051,B
0.27525,0.29597,0.84485,0.12812,A
0.61446,0.69666,0.30069,0.02779,B
0.80979,0.26374,0.91087,0.89817,A
0.34033,0.77664,0.93873,0.90752,B
0.83239,0.94213,0.43848,0.3217,B
0.6737,0.37997,0.48579,0.69213,A
0.43479,0.96946,0.17084,0.7804,A
0.21046,0.79198,0.42287,0.85537,A
0.11293,0.99161,0.07918,0.02459,A
0.05382,0.86768,0.64999,0.29665,A
0.54677,0.31442,0.38917,0.23768,A
0.58246,0.57598,0.82949,0.82191,B
0.26758,0.45907,0.82202,0.325,B
0.73205,0.65771,0.99682,0.52125,A
0.84188,0.3498,0.5804,0.74169,A
0.92579,0.73013,0.74185,0.67571,B
0.5214,0.12824,0.44656,0.55865,B
0.26125,0.87985,0.83448,0.19187,A
0.96627,0.25393,0.71639,0.52417,A
0.48278,0.50259,0.13188,0.1327,A
0.3391,0.56501,0.43553,0.54054,B
0.00628,0.6945,0.22379,0.71764,A
0.06971,0.55461,0.45677,0.76217,A
0.44828,0.20108,0.12108,0.6688,A
0.0307,0.51582,0.56088,0.49809,A
0.23569,0.657,0.72938,0.74667,A
0.97073,0.68008,0.40445,0.79095,B
0.50644,0.37129,0.80712,0.41611,A
0.6313,0.17128,0.88621,0.67412,A
0.87577,0.46799,0.40899,0.2921,A
0.44913,0.90568,0.39048,0.41385,A
0.58123,0.03421,0.35918,0.00891,B
0.98625,0.10495,0.66973,0.1781,A
0.29615,0.46308,0.78937,0.90092,B
0.91205,0.87323,0.73674,0.37084,A
0.38201,0.66026,0.51411,0.89034,B
0.52074,0.64929,0.12165,0.64573,B
0.43729,0.761,0.5443,0.94253,B
0.98052,0.6526,0.0048,0.76189,B
0.35171,0.91562,0.31582,0.3208,A
0.78179,0.44645,0.71316,0.61538,B
0.42419,0.71228,0.95986,0.12638,A
0.23107,0.5298,0.9264,0.32018,A
0.97793,0.75564,0.45457,0.76795,A
0.24185,0.20431,0.19884,0.45104,A
0.27798,0.11798,0.18369,0.48293,A
0.69412,0.7048,0.56299,0.55681,B
0.98403,0.56695,0.37355,0.2348,A
0.41437,0.76535,0.38062,0.07308,A
0.53603,0.27216,0.15141,0.12721,A
0.14796,0.09378,0.99643,0.60291,A
0.33692,0.82942,0.27301,0.69222,A
0.01843,0.04221,0.26603,0.3853,A
0.45106,0.95175,0.02986,0.25689,B
0.22406,0.49495,0.11735,0.11622,A
0.82036,0.38515,0.6197,0.40239,B
0.32249,0.89453,0.32643,0.8284,B
0.64886,0.48753,0.12137,0.21906,A
0.27565,0.53414,0.73949,0.94575,B
0.82971,0.47192,0.57622,0.0624,A
0.44612,0.1122,0.83494,0.64279,A
0.39799,0.15954,0.59848,0.38117,A
0.59894,0.18515,0.80973,0.43464,B
0.27594,0.14084,0.81478,0.6481,A
0.42788,0.47685,0.72147,0.34099,A
0.84007,0.65579,0.19212,0.38664,B
0.67398,0.53411,0.86154,0.79634,B
0.55486,0.08781,0.32179,0.47543,B
0.43043,0.21335,0.293,0.82569,A
0.64608,0.8721,0.5153,0.69403,B
0.3608,0.51616,0.18252,0.68674,B
0.93414,0.22678,0.63391,0.98724,A
0.59847,0.63164,0.25536,0.4821,A
0.52315,0.22463,0.90259,0.55884,B
0.23711,0.45271,0.67026,0.68454,B
0.04781,0.66695,0.67335,0.94477,B
0.96407,0.72226,0.13493,0.44387,B
0.92776,0.13089,0.59698,0.03292,B
0.77016,0.82204,0.83948,0.26865,B
0.657,0.20769,0.8903,0.67253,A
0.87526,0.37282,0.92333,0.54874,A
0.23211,0.598,0.91095,0.50287,B
0.50854,0.32173,0.11209,0.84058,B
0.44159,0.25398,0.12349,0.52696,A
0.17614,0.90249,0.85207,0.96578,B
0.20694,0.57449,0.02117,0.33964,A
0.0152,0.73745,0.69786,0.25242,A
0.88658,0.01779,0.52643,0.3791,B
0.28373,0.91515,0.29361,0.84399,B
0.95696,0.68189,0.84427,0.0273,B
0.5228,0.41581,0.51421,0.743,B
0.39263,0.75703,0.12887,0.8284,B
0.65418,0.10193,0.92055,0.16022,B
0.19089,0.609,0.68685,0.40809,A
0.13954,0.47175,0.15076,0.83398,A
0.09211,0.35627,0.52195,0.63615,B
0.2119,0.64553,0.089,0.63973,A
0.33637,0.36235,0.16344,0.00818,B
0.67496,0.59113,0.16711,0.02556,B
0.74282,0.50733,0.26754,0.40549,B
0.52534,0.17821,0.87135,0.81002,B
0.51412,0.4449,0.08915,0.33321,B
0.26143,0.39043,0.27671,0.21451,A
0.50928,0.3323,0.52364,0.4934,A
0.36436,0.01389,0.98153,0.8009,A
0.9004,0.11537,0.01054,0.74889,A
0.85954,0.31228,0.05922,0.13481,A
0.63831,0.06723,0.03742,0.55401,B
0.77353,0.3228,0.83659,0.86865,A
0.24576,0.55396,0.53382,0.88166,B
0.73245,0.28799,0.70559,0.29519,A
0.72621,0.49802,0.82602,0.42365,B
0.71421,0.40491,0.34213,0.32624,A
0.58003,0.28684,0.06663,0.90725,B
0.69125,0.6184,0.11676,0.57916,B
0.63342,0.97714,0.23298,0.13407,B
0.36642,0.28394,0.96564,0.13815,A
0.47269,0.86533,0.45682,0.72261,B
0.59914,0.97064,0.88051,0.65489,B
0.10861,0.46784,0.8755,0.18585,A
0.24847,0.62555,0.66671,0.67614,A
0.46414,0.57877,0.5809,0.26779,A
0.84275,0.71622,0.91803,0.04235,B
0.38011,0.03104,0.24195,0.58761,B
0.87598,0.42017,0.76799,0.43195,B
0.43406,0.29559,0.85279,0.32147,A
0.40344,0.09705,0.89336,0.13344,A
0.83962,0.38724,0.36226,0.0713,A
0.40253,0.48545,0.22827,0.63786,B
0.53409,0.31524,0.65605,0.35545,A
0.0203,0.19047,0.9474,0.3077,B
0.33183,0.74666,0.23603,0.01111,B
0.15075,0.73671,0.62873,0.77208,B
0.45029,0.2471,0.038,0.07131,A
0.43819,0.83102,0.50692,0.38903,B
0.4258,0.99778,0.80088,0.0709,B
0.83665,0.56149,0.4818,0.37307,B
0.88849,0.03256,0.52591,0.98696,B
0.09456,0.05884,0.82988,0.4216,A
0.77643,0.67945,0.68509,0.98609,B
0.71688,0.20347,0.52118,0.04724,B
0.56566,0.67919,0.49529,0.40776,B
0.18506,0.00833,0.03431,0.5825,A
0.88701,0.75409,0.29322,0.32808,A
0.92711,0.29426,0.31627,0.9325,A
0.59727,0.99297,0.2296,0.75377,A
0.14551,0.64235,0.68276,0.43565,B
0.066,0.97807,0.47077,0.61397,A
0.41058,0.23522,0.82907,0.60148,B
0.73421,0.65762,0.40151,0.09139,B
0.01186,0.86594,0.74779,0.08017,A
0.43274,0.32347,0.70621,0.20604,A
0.28033,0.01941,0.59169,0.07489,B
0.2027,0.02403,0.82317,0.30233,A
0.5409,0.83795,0.8256,0.22632,A
0.4,0.38506,0.329,0.86102,B
0.26806,0.2436,0.23365,0.64309,A
0.89345,0.91921,0.00909,0.1505,B
0.24536,0.30733,0.71718,0.42183,A
0.38689,0.99889,0.13239,0.69975,A
0.1292,0.94448,0.20312,0.31891,B
0.15732,0.7308,0.9988,0.2827,B
0.80133,0.18735,0.62295,0.87003,A
0.58191,0.64773,0.81624,0.18011,A
0.39697,0.94662,0.44506,0.45462,A
0.63657,0.84249,0.04991,0.80346,A
0.89238,0.4369,0.10797,0.40947,A
0.33942,0.17059,0.39182,0.32953,B
0.98543,0.31306,0.05297,0.12956,A
0.39674,0.83115,0.58101,0.07737,A
0.66695,0.08952,0.88582,0.56446,A
0.93146,0.45572,0.39406,0.94762,A
0.48526,0.24426,0.76344,0.61976,A
0.62875,0.07144,0.97191,0.32325,A
0.34908,0.32594,0.86492,0.44321,B
0.6879,0.73155,0.38095,0.53903,B
0.47531,0.5895,0.6679,0.86999,B
0.24783,0.63081,0.35814,0.2524,B
0.11613,0.82709,0.44248,0.13618,A
0.62598,0.52871,0.76177,0.36579,B
0.50768,0.41705,0.81327,0.11166,A
0.40193,0.68574,0.95724,0.95261,A
0.22678,0.73926,0.59554,0.76025,A
0.33078,0.76335,0.92743,0.25237,A
0.98039,0.31499,0.52783,0.96639,A
0.48691,0.96547,0.80872,0.18504,A
0.85865,0.74785,0.8141,0.84207,B
0.14174,0.49487,0.12028,0.63941,A
0.71244,0.70408,0.56402,0.42275,B
0.574,0.14029,0.31563,0.39614,B
0.54988,0.64525,0.52657,0.11436,A
0.66872,0.99515,0.11176,0.87224,B
0.29503,0.0063,0.68914,0.57519,A
0.35422,0.23786,0.65313,0.64559,A
0.02815,0.29297,0.77432,0.84789,A
0.01833,0.67309,0.96791,0.08283,B
0.99879,0.69581,0.54847,0.592,B
0.81763,0.28303,0.31984,0.13431,A
0.86495,0.90163,0.2063,0.22873,B
0.01214,0.75944,0.08035,0.56923,B
0.96541,0.48611,0.00678,0.82824,B
0.77752,0.96342,0.15365,0.57083,A
0.90302,0.92093,0.95014,0.93838,A
0.23488,0.68022,0.54645,0.25478,B
0.74489,0.27333,0.69816,0.30387,A
0.05023,0.79772,0.84507,0.35198,A
0.09344,0.99759,0.42291,0.66836,A
0.46165,0.01237,0.29751,0.72021,B
0.84994,0.65719,0.8477,0.11579,B
0.65897,0.83999,0.58333,0.99632,B
0.9869,0.46966,0.64392,0.37575,B
0.69434,0.83373,0.27359,0.00101,B
0.83834,0.31105,0.364,0.92685,A
0.37662,0.76776,0.45097,0.39793,B
0.56561,0.04933,0.17625,0.52783,B
0.37916,0.61408,0.53132,0.08557,A
0.25142,0.8498,0.07388,0.22076,B
0.62798,0.36951,0.38516,0.02874,B
0.12179,0.20022,0.48581,0.88987,B
0.78606,0.91969,0.73763,0.63889,A
0.17086,0.79372,0.94984,0.99949,A
0.05963,0.93077,0.59255,0.84443,A
0.32479,0.90387,0.21458,0.73055,B
0.94387,0.35539,0.99165,0.66847,A
0.13962,0.77002,0.7399,0.04224,A
0.55721,0.57558,0.82482,0.69258,B
0.96165,0.15157,0.56253,0.0892,B
0.21319,0.58848,0.78883,0.07418,B
0.82195,0.71743,0.87788,0.14277,B
0.69044,0.65622,0.0891,0.34342,A
0.45473,0.17124,0.11975,0.37067,A
0.14287,0.86048,0.0221,0.16993,A
0.91428,0.83281,0.86183,0.80259,A
0.37133,0.00983,0.83998,0.8037,A
0.48391,0.97322,0.96691,0.8462,A
0.51127,0.56842,0.37077,0.21935,A
0.17674,0.0653,0.93689,0.02501,B
0.54692,0.42849,0.07268,0.50535,A
0.17992,0.45762,0.36625,0.81447,B
0.74344,0.6489,0.01974,0.1801,A
0.72248,0.5976,0.30577,0.98029,B
0.4405,0.98185,0.29581,0.6844,A
0.70089,0.56699,0.18839,0.28983,A
0.5589,0.24047,0.45612,0.44069,A
0.9185,0.49717,0.67607,0.89644,B
0.4503,0.91517,0.56216,0.79115,A
0.74581,0.73243,0.51969,0.79104,B
0.80883,0.21557,0.35551,0.67136,A
0.92732,0.2476,0.97559,0.55217,A
0.30199,0.50236,0.25286,0.9812,B
0.1499,0.09878,0.60641,0.20619,A
0.0662,0.6222,0.95448,0.04527,A
0.1975,0.98178,0.25168,0.12588,A
0.12646,0.21558,0.91629,0.69411,B
0.53565,0.37625,0.54082,0.15504,A
0.34291,0.47945,0.31246,0.3019,A
0.07575,0.04534,0.26836,0.95569,A
0.00857,0.18914,0.15024,0.84121,A
0.22509,0.28257,0.17539,0.35918,B
0.44729,0.33745,0.3273,0.89776,A
0.12942,0.36592,0.62542,0.35068,A
0.37278,0.62942,0.85937,0.02283,B
0.68043,0.6563,0.77274,0.29155,A
0.86342,0.62815,0.73766,0.08712,B
0.28947,0.79556,0.74217,0.07563,A
0.36728,0.27857,0.06163,0.16501,A
0.74186,0.26961,0.78104,0.44875,A
0.01808,0.40322,0.40092,0.37552,A
0.36173,0.88092,0.46766,0.65465,B
0.93838,0.08846,0.01096,0.02751,B
0.71222,0.95969,0.51113,0.6189,A
0.64669,0.11332,0.40565,0.47325,B
0.71639,0.17996,0.3545,0.38052,A
0.05215,0.26821,0.89568,0.37671,B
0.45843,0.51415,0.06641,0.62982,A
0.13449,0.73967,0.26105,0.95209,B
0.35314,0.00793,0.20476,0.56256,A
0.53216,0.81979,0.68774,0.93915,B
0.6802,0.2966,0.73168,0.71377,A
0.40924,0.07338,0.3587,0.13062,A
0.17968,0.64708,0.01313,0.86747,A
0.41492,0.46678,0.00307,0.51412,B
0.39918,0.72917,0.55624,0.34561,A
0.81891,0.90932,0.97371,0.43479,A
0.294,0.92313,0.8748,0.11256,A
0.62926,0.1,0.31708,0.23268,B
0.20387,0.55689,0.23453,0.64083,B
0.26485,0.31137,0.43291,0.09207,B
0.89058,0.42932,0.95626,0.46976,A
0.67166,0.2726,0.79116,0.97163,A
0.21551,0.72723,0.42965,0.67023,A
0.16976,0.83725,0.05966,0.97897,A
0.08213,0.73595,0.14495,0.3236,A
0.03567,0.36323,0.60334,0.25104,A
0.05599,0.53905,0.40011,0.36402,A
0.78872,0.36645,0.61524,0.37588,A
0.48123,0.36153,0.26658,0.54151,A
0.17862,0.54231,0.85517,0.50696,B
0.76195,0.04922,0.50074,0.72997,B
0.48729,0.07457,0.5956,0.99357,B
0.00653,0.46928,0.09043,0.24859,B
0.81691,0.74764,0.87097,0.57317,B
0.3647,0.18768,0.90706,0.27061,A
0.89921,0.11009,0.17653,0.12677,A
0.9283,0.05104,0.37485,0.15449,A
0.67072,0.31147,0.31059,0.05521,B
0.6215,0.70683,0.89053,0.32209,B
0.36622,0.44211,0.24193,0.35625,A
0.2933,0.5032,0.34376,0.39989,B
0.04621,0.49881,0.46602,0.2754,B
0.52689,0.10051,0.39352,0.29968,A
0.85859,0.07877,0.03442,0.86183,A
0.74619,0.60584,0.118,0.22002,A
0.21474,0.0396,0.46704,0.58109,A
0.09511,0.47867,0.54831,0.27582,B
0.06804,0.78004,0.68893,0.66839,A
0.73037,0.36183,0.09232,0.54674,B
0.21146,0.41068,0.66685,0.08044,A
0.28542,0.0359,0.16547,0.28714,B
0.32568,0.07865,0.52211,0.20575,B
0.55546,0.72455,0.85849,0.03998,B
0.0368,0.22207,0.47526,0.95101,B
0.14033,0.8046,0.04657,0.75128,A
0.77891,0.72964,0.0295,0.48169,B
0.97902,0.66801,0.10162,0.75929,B
0.4112,0.27519,0.49104,0.55368,A
0.99642,0.3748,0.30217,0.64938,A
0.94768,0.27986,0.94262,0.00027,B
0.54674,0.14356,0.70163,0.532,A
0.49574,0.17344,0.75366,0.32794,A
0.8105,0.5364,0.11532,0.2615,B
0.19938,0.67129,0.96603,0.3109,A
0.51255,0.23971,0.95658,0.46703,B
0.61104,0.94549,0.52475,0.75745,A
0.14301,0.96044,0.42929,0.34299,B
0.42505,0.93602,0.03827,0.16597,B
0.84401,0.7503,0.64606,0.79444,B
0.16972,0.76282,0.13503,0.90953,A
0.2268,0.33302,0.60997,0.30144,B
0.29918,0.64994,0.80667,0.87865,A
0.28717,0.7846,0.58517,0.52684,A
0.63577,0.18827,0.69788,0.71523,B
0.10184,0.0565,0.52571,0.99211,B
0.47605,0.57126,0.5095,0.17928,A
0.60433,0.77068,0.22724,0.13122,B
0.13764,0.27328,0.9527,0.87747,A
0.85172,0.08175,0.47038,0.5833,B
0.40501,0.79622,0.50687,0.65413,B
0.15398,0.76484,0.20206,0.86101,A
0.09595,0.11605,0.37195,0.25866,A
0.97665,0.79096,0.37447,0.61154,A
0.63442,0.90065,0.78472,0.15135,B
0.82611,0.96451,0.27055,0.11942,B
0.05298,0.63184,0.50435,0.10622,B
0.68322,0.78778,0.97286,0.61032,A
0.40347,0.8137,0.61499,0.43218,B
0.91596,0.58524,0.40586,0.11147,A
0.47539,0.69025,0.4187,0.42736,B
0.98059,0.37431,0.9702,0.87335,A
0.41493,0.61127,0.87,0.59716,B
0.98634,0.45622,0.27888,0.92305,B
0.54595,0.3928,0.39049,0.1976,A
0.33245,0.6889,0.52261,0.13714,B
0.60263,0.11495,0.88329,0.5534,B
0.58961,0.93236,0.02813,0.62084,A
0.05692,0.81402,0.21022,0.7602,A
0.86719,0.8363,0.52796,0.89773,A
0.81954,0.75509,0.43346,0.07918,B
0.55407,0.46634,0.52984,0.58339,B
0.80993,0.64567,0.02619,0.6984,B
0.47582,0.86078,0.22866,0.41932,B
0.39899,0.03587,0.81054,0.66293,B
0.22026,0.36626,0.97214,0.97042,A
0.07618,0.825,0.69514,0.86088,A
0.089,0.67765,0.12622,0.77454,B
0.21723,0.28315,0.38449,0.89488,A
0.51961,0.55005,0.69725,0.21422,A
0.82248,0.12965,0.28111,0.10998,A
0.07842,0.50289,0.76142,0.90982,A
0.48592,0.57817,0.1886,0.39478,B
0.30243,0.94233,0.7141,0.22842,A
0.08256,0.11923,0.23087,0.36844,A
0.48807,0.02142,0.8243,0.97099,B
0.20303,0.9359,0.12919,0.38304,B
0.83026,0.91021,0.17897,0.74467,A
0.94265,0.68576,0.96628,0.10416,B
0.37001,0.52746,0.71478,0.86074,B
0.11263,0.28043,0.11502,0.16799,A
0.95541,0.41487,0.16155,0.62254,B
0.38912,0.42588,0.591,0.03943,B
0.23851,0.00055,0.02567,0.74931,A
0.95639,0.74586,0.174,0.44202,B
0.84892,0.34129,0.85485,0.54295,A
0.29276,0.10912,0.16336,0.47876,A
0.99158,0.75933,0.46236,0.72446,A
0.94426,0.08657,0.35022,0.82378,B
0.10259,0.93414,0.23086,0.79768,A
0.48928,0.94056,0.52409,0.48156,A
0.66936,0.09022,0.98346,0.87437,B
0.35864,0.61053,0.24489,0.74246,A
0.44998,0.00744,0.59332,0.12879,A
0.1734,0.95327,0.14721,0.5845,A
0.61473,0.36553,0.57469,0.23529,A
0.24885,0.05472,0.27015,0.20231,B
0.94715,0.4255,0.70042,0.03157,A
0.75645,0.45413,0.47717,0.00515,A
0.82365,0.33902,0.98424,0.10693,B
0.7301,0.66281,0.5489,0.79827,B
0.06184,0.10924,0.18945,0.18936,A
0.4617,0.43173,0.80682,0.43902,B
0.08217,0.24206,0.034,0.66997,A
0.34394,0.88021,0.03008,0.78712,A
0.10704,0.9184,0.57612,0.05013,A
0.47755,0.39959,0.99695,0.6871,B
0.97071,0.92248,0.89364,0.8976,A
0.61517,0.6528,0.75759,0.45195,A
0.18551,0.31101,0.10745,0.90143,B
0.4627,0.91004,0.42214,0.07123,B
0.36554,0.26331,0.83168,0.69404,B
0.36468,0.31799,0.31339,0.62483,A
0.72789,0.80088,0.71657,0.52838,A
0.6707,0.85978,0.26776,0.10348,B
0.76923,0.54512,0.14607,0.47772,B
0.08635,0.61039,0.9104,0.48077,A
0.8718,0.26837,0.73414,0.15483,A
0.00035,0.752,0.79808,0.24044,A
0.31064,0.49437,0.71845,0.14392,A
0.47034,0.7884,0.18706,0.55593,B
0.59408,0.13424,0.43933,0.77809,B
0.76549,0.04508,0.94606,0.52089,B
0.56338,0.02298,0.59331,0.14237,A
0.28256,0.54028,0.74599,0.25117,A
0.24419,0.31103,0.91121,0.70737,B
0.4381,0.30612,0.84045,0.46047,B
0.43244,0.7736,0.1907,0.07972,A
0.83902,0.48103,0.20461,0.71453,B
0.63752,0.78311,0.57473,0.01038,A
0.84726,0.7816,0.6161,0.99731,B
0.57,0.47276,0.10837,0.57415,A
0.30572,0.63038,0.72734,0.35411,B
0.1712,0.90352,0.94758,0.46577,B
0.11635,0.46664,0.85863,0.14909,A
0.77286,0.52292,0.92562,0.19301,A
0.29962,0.67945,0.73221,0.18067,B
0.10278,0.38379,0.97121,0.02649,B
0.02647,0.63565,0.31476,0.05057,A
